ticker,name,sector,market_cap,market
QQQ,Invesco QQQ Trust,Unknown,226449178624,NASDAQ
VB,Vanguard Small-Cap Index Fund ETF Shares,Unknown,225740947456,NYSE Arca
MCD,McDonald's Corporation,Consumer Cyclical,224342818816,NYSE
GS,"The Goldman Sachs Group, Inc.",Financial Services,223471665152,NYSE
LIN,Linde plc,Basic Materials,220162621440,NASDAQ
DIS,The Walt Disney Company,Communication Services,211993935872,NYSE
MRK,"Merck & Co., Inc.",Healthcare,211586940928,NYSE
T,AT&T Inc.,Communication Services,211580026880,NYSE
RTX,RTX Corporation,Industrials,210846826496,NYSE
SHEL,Shell plc,Energy,209782980608,NYSE
BX,Blackstone Inc.,Financial Services,208778313728,NYSE
RY,Royal Bank of Canada,Financial Services,204373901312,NYSE
PEP,"PepsiCo, Inc.",Consumer Defensive,200419622912,NASDAQ
CAT,Caterpillar Inc.,Industrials,198204096512,NYSE
SHOP,Shopify Inc.,Technology,191274172416,NASDAQ
UBER,"Uber Technologies, Inc.",Technology,189752360960,NYSE
NOW,"ServiceNow, Inc.",Technology,189630873600,NYSE
INTU,Intuit Inc.,Technology,187585576960,NASDAQ
VZ,Verizon Communications Inc.,Communication Services,187120287744,NYSE
TMO,Thermo Fisher Scientific Inc.,Healthcare,186011680768,NYSE
ANET,Arista Networks Inc,Technology,179543883776,NYSE
BKNG,Booking Holdings Inc.,Consumer Cyclical,178442420224,NASDAQ
PDD,PDD Holdings Inc.,Consumer Cyclical,177001971712,NASDAQ
C,Citigroup Inc.,Financial Services,175621865472,NYSE
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,173989429248,NYSE
BA,The Boeing Company,Industrials,173621444608,NYSE
QCOM,QUALCOMM Incorporated,Technology,172467372032,NASDAQ
TXN,Texas Instruments Incorporated,Technology,170854121472,NASDAQ
BLK,"BlackRock, Inc.",Financial Services,170206674944,NYSE
ISRG,"Intuitive Surgical, Inc.",Healthcare,167358562304,NASDAQ
SCHW,The Charles Schwab Corporation,Financial Services,167091011584,NYSE
APP,AppLovin Corporation,Communication Services,165823676416,NASDAQ
SONY,Sony Group Corporation,Technology,164857561088,NYSE
SPGI,S&P Global Inc.,Financial Services,164269719552,NYSE
BSX,Boston Scientific Corporation,Healthcare,158873239552,NYSE
ACN,Accenture plc,Technology,158796365824,NYSE
GEV,GE Vernova Inc.,Industrials,158456152064,NYSE
UL,Unilever PLC,Consumer Defensive,158210310144,NYSE
TJX,"The TJX Companies, Inc.",Consumer Cyclical,154988019712,NYSE
AMGN,Amgen Inc.,Healthcare,152700993536,NASDAQ
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,151405936640,NYSE
SYK,Stryker Corporation,Healthcare,149982855168,NYSE
ADBE,Adobe Inc.,Technology,148033077248,NASDAQ
MU,"Micron Technology, Inc.",Technology,147020103680,NASDAQ
ARM,Arm Holdings plc,Technology,146357960704,NASDAQ
NEE,"NextEra Energy, Inc.",Utilities,146003656704,NYSE
SPOT,Spotify Technology S.A.,Communication Services,145524146176,NYSE
DHR,Danaher Corporation,Healthcare,143360770048,NYSE
PGR,The Progressive Corporation,Financial Services,142999502848,NYSE
