ticker,name,sector,market_cap,market
096770.KS,"SK Innovation Co., Ltd.",Energy,16186294140928,KOSPI
096775.KS,"SK Innovation Co., Ltd.",Energy,16186252197888,KOSPI
010140.KS,"Samsung Heavy Industries Co., Ltd.",Industrials,16134893993984,KOSPI
024110.KS,Industrial Bank of Korea,Financial Services,15517909778432,KOSPI
010130.KS,"Korea Zinc Company, Ltd.",Basic Materials,14669404176384,KOSPI
003670.KS,"Posco Future M Co., Ltd.",Industrials,14511467659264,KOSPI
033780.KS,KT&G Corporation,Consumer Defensive,14422619717632,KOSPI
259960.KS,"KRAFTON, Inc.",Communication Services,14078903844864,KOSPI
247540.KQ,"EcoPro BM Co., Ltd.",Industrials,13564855189504,KOSDAQ
030200.KS,KT Corporation,Communication Services,13558661251072,KOSPI
086280.KS,"Hyundai Glovis Co., Ltd.",Industrials,13297499766784,KOSPI
066575.KS,LG Electronics Inc.,Technology,13231027388416,KOSPI
066570.KS,LG Electronics Inc.,Technology,13230999076864,KOSPI
323410.KS,KakaoBank Corp.,Financial Services,12697232998400,KOSPI
009155.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,12029745168384,KOSPI
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",Technology,12029733634048,KOSPI
017670.KS,"SK Telecom Co., Ltd.",Communication Services,11943185219584,KOSPI
352820.KS,"HYBE Co., Ltd.",Communication Services,11772337586176,KOSPI
018260.KS,"Samsung SDS Co., Ltd.",Technology,11710820777984,KOSPI
003550.KS,LG Corp.,Technology,11478328410112,KOSPI
003555.KS,LG Corp.,Technology,11478304292864,KOSPI
298040.KS,Hyosung Heavy Industries Corporation,Industrials,11313763844096,KOSPI
079550.KS,"LIG Nex1 Co., Ltd.",Industrials,11027966066688,KOSPI
003230.KS,"Samyang Foods Co., Ltd.",Consumer Defensive,10292219084800,KOSPI
272210.KS,"Hanwha Systems Co., Ltd.",Industrials,10191118532608,KOSPI
034730.KS,SK Inc.,Industrials,10157132087296,KOSPI
267250.KS,"HD Hyundai Co., Ltd.",Energy,9504899989504,KOSPI
006800.KS,"Mirae Asset Securities Co., Ltd.",Financial Services,9493858484224,KOSPI
006805.KS,"Mirae Asset Securities Co., Ltd.",Financial Services,9493847998464,KOSPI
003490.KS,"Korean Airlines Co.,Ltd.",Industrials,9195968528384,KOSPI
003495.KS,"Korean Airlines Co.,Ltd.",Industrials,9195963285504,KOSPI
010120.KS,"LS ELECTRIC Co., Ltd.",Industrials,9119312379904,KOSPI
000155.KS,Doosan Corporation,Industrials,9058509651968,KOSPI
000150.KS,Doosan Corporation,Industrials,9058487631872,KOSPI
377300.KS,Kakao Pay Corp.,Technology,8876334252032,KOSPI
047810.KS,"Korea Aerospace Industries, Ltd.",Industrials,8860487122944,KOSPI
443060.KS,HDHMS,Industrials,8822386065408,KOSPI
042700.KS,"HANMI Semiconductor Co., Ltd.",Technology,8821329100800,KOSPI
000105.KS,Yuhan Corporation,Healthcare,8561915592704,KOSPI
000100.KS,Yuhan Corporation,Healthcare,8561914019840,KOSPI
047050.KS,Posco International Corporation,Industrials,8385845002240,KOSPI
087010.KQ,"Peptron, Inc.",기타,8209471897600,KOSDAQ
278470.KS,"APR Co., Ltd.",Consumer Defensive,7991454597120,KOSPI
180640.KS,Hanjin Kal,Consumer Cyclical,7912238350336,KOSPI
326030.KS,"SK Biopharmaceuticals Co., Ltd.",Healthcare,7878308003840,KOSPI
086520.KQ,"Ecopro Co., Ltd.",기타,7874844033024,KOSDAQ
071055.KS,"Korea Investment Holdings Co., Ltd.",Financial Services,7791346974720,KOSPI
071050.KS,"Korea Investment Holdings Co., Ltd.",Financial Services,7791341207552,KOSPI
005830.KS,"DB Insurance Co., Ltd.",Financial Services,7739607089152,KOSPI
090430.KS,Amorepacific Corporation,Consumer Defensive,7596357451776,KOSPI
090435.KS,Amorepacific Corporation,Consumer Defensive,7596343820288,KOSPI
010620.KS,"Hd Hyundai Mipo Co.,Ltd.",Industrials,7578016808960,KOSPI
021240.KS,"COWAY Co., Ltd.",Consumer Cyclical,7536074293248,KOSPI
005940.KS,"NH Investment & Securities Co., Ltd.",Financial Services,7199469338624,KOSPI
005945.KS,"NH Investment & Securities Co., Ltd.",Financial Services,7199465144320,KOSPI
214450.KQ,"PharmaResearch Co., Ltd.",Healthcare,7106486337536,KOSDAQ
000720.KS,"Hyundai Engineering & Construction Co.,Ltd.",Industrials,7104512917504,KOSPI
000725.KS,"Hyundai Engineering & Construction Co.,Ltd.",Industrials,7104511868928,KOSPI
010955.KS,S-Oil Corporation,Energy,7043966042112,KOSPI
010950.KS,S-Oil Corporation,Energy,7043936157696,KOSPI
064400.KS,LG CNS,Technology,6995168985088,KOSPI
000880.KS,Hanwha Corporation,Industrials,6532211146752,KOSPI
032640.KS,LG Uplus Corp.,Communication Services,6408735555584,KOSPI
016360.KS,"Samsung Securities Co.,Ltd.",Financial Services,6143840092160,KOSPI
034220.KS,"LG Display Co., Ltd.",Technology,5940000063488,KOSPI
141080.KQ,LigaChem Biosciences Inc.,Healthcare,5666187509760,KOSDAQ
241560.KS,Doosan Bobcat Inc.,Industrials,5560480563200,KOSPI
028050.KS,"Samsung E&A Co., Ltd.",Industrials,5517399818240,KOSPI
028300.KQ,"HLB Co., Ltd.",Healthcare,5417279684608,KOSDAQ
029780.KS,"Samsung Card Co., Ltd.",Financial Services,5399576576000,KOSPI
039490.KS,"Kiwoom Securities Co., Ltd.",Financial Services,5293296058368,KOSPI
277810.KQ,"Rainbow Robotics Co.,Ltd.",Industrials,5286472974336,KOSDAQ
009830.KS,Hanwha Solutions Corporation,Technology,5140380123136,KOSPI
009835.KS,Hanwha Solutions Corporation,Technology,5140376453120,KOSPI
161390.KS,"Hankook Tire & Technology Co., Ltd.",Consumer Cyclical,4849062641664,KOSPI
251270.KS,Netmarble Corporation,Communication Services,4825947832320,KOSPI
051905.KS,"LG H&H Co., Ltd.",Consumer Defensive,4737038024704,KOSPI
051900.KS,"LG H&H Co., Ltd.",Consumer Defensive,4737021771776,KOSPI
138930.KS,BNK Financial Group Inc.,Financial Services,4664325570560,KOSPI
006260.KS,LS Corp.,Industrials,4526011056128,KOSPI
007660.KS,"ISU Petasys Co., Ltd.",Technology,4514665988096,KOSPI
004020.KS,Hyundai Steel Company,Basic Materials,4341017870336,KOSPI
078930.KS,GS Holdings Corp.,Industrials,4340428046336,KOSPI
078935.KS,GS Holdings Corp.,Industrials,4340419919872,KOSPI
271560.KS,ORION Corp.,Consumer Defensive,4328403501056,KOSPI
000250.KQ,"Sam Chun Dang Pharm. Co., Ltd",기타,4307289112576,KOSDAQ
298380.KQ,ABL Bio Inc.,Healthcare,4241347313664,KOSDAQ
175330.KS,"JB Financial Group Co., Ltd.",Financial Services,4223061721088,KOSPI
307950.KS,Hyundai Autoever Corporation,Technology,4179280527360,KOSPI
454910.KS,Doosan Robotics Inc.,Industrials,4109587972096,KOSPI
088980.KS,Macquarie Korea Infrastructure Fund,기타,4080324313088,KOSPI
036570.KS,NCSOFT Corporation,Communication Services,4072613871616,KOSPI
450080.KS,ECOPRO MAT,Industrials,3951180644352,KOSPI
011070.KS,"LG Innotek Co., Ltd.",Technology,3949605158912,KOSPI
001040.KS,CJ Corporation,Industrials,3909953257472,KOSPI
001045.KS,CJ Corporation,Industrials,3909945131008,KOSPI
022100.KS,Posco Dx Company Ltd.,Technology,3886669103104,KOSPI
052690.KS,"KEPCO Engineering & Construction Company, Inc.",Industrials,3732067319808,KOSPI
214150.KQ,CLASSYS Inc.,Healthcare,3681167343616,KOSDAQ
302440.KS,"SK bioscience Co.,Ltd.",Healthcare,3654901301248,KOSPI
035250.KS,"Kangwon Land, Inc.",Consumer Cyclical,3641377030144,KOSPI
058470.KQ,LEENO Industrial Inc.,Technology,3555708895232,KOSDAQ
128940.KS,"Hanmi Pharm. Co., Ltd.",Healthcare,3544115838976,KOSPI
036460.KS,Korea Gas Corporation,Utilities,3512834719744,KOSPI
011790.KS,"SKC Co., Ltd.",Basic Materials,3508931919872,KOSPI
097955.KS,CJ Cheiljedang Corporation,Consumer Defensive,3468469993472,KOSPI
097950.KS,CJ Cheiljedang Corporation,Consumer Defensive,3468468420608,KOSPI
062040.KS,SANIL ELECTRIC,Technology,3463821656064,KOSPI
145020.KQ,"Hugel, Inc.",Healthcare,3411363758080,KOSDAQ
439260.KS,"Daehan Shipbuilding Co., Ltd.",Industrials,3405725040640,KOSPI
041510.KQ,"SM Entertainment Co., Ltd.",Communication Services,3402152542208,KOSDAQ
103140.KS,Poongsan Corporation,Industrials,3348733100032,KOSPI
082740.KS,"Hanwha Engine Co., Ltd.",Industrials,3211881873408,KOSPI
950160.KQ,"Kolon TissueGene, Inc.",기타,3199809093632,KOSDAQ
042670.KS,"HD Hyundai Infracore Co., Ltd.",Industrials,3133455728640,KOSPI
001440.KS,"Taihan Cable & Solution Co., Ltd.",Industrials,3120734404608,KOSPI
066970.KS,L&F,Industrials,3038772723712,KOSPI
031210.KS,"Seoul Guarantee Insurance Co., Ltd.",Financial Services,2981382324224,KOSPI
489790.KS,"Hanwha Vision CO.,LTD",Industrials,2978815672320,KOSPI
017800.KS,"Hyundai Elevator Co., Ltd",Industrials,2946176122880,KOSPI
039030.KQ,"EO Technics Co., Ltd.",Technology,2844017033216,KOSDAQ
008930.KS,"Hanmi Science Co., Ltd.",Healthcare,2833818058752,KOSPI
071970.KS,"HD-Hyundai Marine Engine Co., Ltd.",Industrials,2815484493824,KOSPI
257720.KQ,"SILICON2 Co., Ltd.",Consumer Defensive,2786379956224,KOSDAQ
002380.KS,KCC Corporation,Basic Materials,2779876163584,KOSPI
026960.KS,Dong Suh Companies Inc.,Consumer Defensive,2688825425920,KOSPI
011785.KS,"Kumho Petro Chemical Co.,Ltd",Basic Materials,2656568344576,KOSPI
011780.KS,"Kumho Petro Chemical Co.,Ltd",Basic Materials,2656566509568,KOSPI
035900.KQ,JYP Entertainment Corporation,Communication Services,2627454894080,KOSDAQ
011170.KS,Lotte Chemical Corporation,Basic Materials,2567976517632,KOSPI
012750.KS,S-1 Corporation,Industrials,2559432196096,KOSPI
111770.KS,Youngone Corporation,Consumer Cyclical,2468485791744,KOSPI
051600.KS,"KEPCO Plant Service & Engineering Co.,Ltd.",Industrials,2398499897344,KOSPI
214370.KQ,"Caregen Co., Ltd.",기타,2397112631296,KOSDAQ
383220.KS,"F&F Co., Ltd",Consumer Cyclical,2363958231040,KOSPI
462870.KS,SHIFT UP,Communication Services,2354009079808,KOSPI
088350.KS,"Hanwha Life Insurance Co., Ltd.",Financial Services,2348093800448,KOSPI
068760.KQ,"Celltrion Pharm, Inc.",Healthcare,2344544894976,KOSDAQ
002790.KS,AMOREPACIFIC Holdings Corp.,Consumer Defensive,2288157196288,KOSPI
002795.KS,AMOREPACIFIC Holdings Corp.,Consumer Defensive,2288156934144,KOSPI
139130.KS,"iM Financial Group Co., Ltd.",Financial Services,2278018514944,KOSPI
361610.KS,"SK IE Technology Co., Ltd.",Technology,2260134002688,KOSPI
018670.KS,"SK Gas Co., Ltd.",Energy,2220542394368,KOSPI
310210.KQ,"Voronoi, Inc.",Healthcare,2206759387136,KOSDAQ
004370.KS,"Nongshim Co., Ltd.",Consumer Defensive,2203178237952,KOSPI
028670.KS,"Pan Ocean Co., Ltd.",Industrials,2191736963072,KOSPI
403870.KQ,"HPSP Co., Ltd.",Industrials,2185585098752,KOSDAQ
001450.KS,"Hyundai Marine & Fire Insurance Co., Ltd.",Financial Services,2179923050496,KOSPI
192820.KS,"Cosmax, Inc.",Consumer Defensive,2156817547264,KOSPI
018880.KS,Hanon Systems,Consumer Cyclical,2144473841664,KOSPI
082270.KQ,"GemVax&KAEL Co.,Ltd",기타,2116227694592,KOSDAQ
081660.KS,Misto Holdings Corp.,Consumer Cyclical,2108496674816,KOSPI
139480.KS,E-MART Inc.,Consumer Defensive,2102826631168,KOSPI
483650.KS,d'Alba Global,Consumer Defensive,2088473460736,KOSPI
240810.KQ,"Wonik IPS Co., Ltd.",Technology,2070300065792,KOSDAQ
000240.KS,"Hankook & Company Co., Ltd.",Consumer Cyclical,2069590441984,KOSPI
282330.KS,"BGF retail CO., LTD.",Consumer Defensive,2055724990464,KOSPI
006040.KS,"Dongwon Industries Co., Ltd.",Consumer Defensive,2046176395264,KOSPI
030000.KS,Cheil Worldwide Inc.,Communication Services,2015452069888,KOSPI
020560.KS,"Asiana Airlines, Inc.",Industrials,1969274093568,KOSPI
004990.KS,LOTTE Corporation,Consumer Defensive,1954991177728,KOSPI
003690.KS,Korean Reinsurance Company,Financial Services,1938629328896,KOSPI
000990.KS,"DB HiTek CO., LTD.",Technology,1923834445824,KOSPI
012510.KS,"Douzone Bizon Co., Ltd.",Technology,1914360168448,KOSPI
014680.KS,"Hansol Chemical Co., Ltd.",Basic Materials,1898788290560,KOSPI
023530.KS,"Lotte Shopping Co., Ltd.",Consumer Cyclical,1891303161856,KOSPI
112610.KS,CS Wind Corporation,Industrials,1885460889600,KOSPI
357780.KQ,"Soulbrain Co., Ltd.",Basic Materials,1881582993408,KOSDAQ
161890.KS,"Kolmar Korea Co., Ltd.",Consumer Defensive,1881326485504,KOSPI
103590.KS,"Iljin Electric Co.,Ltd",Industrials,1878485630976,KOSPI
008770.KS,"Hotel Shilla Co.,Ltd",Consumer Cyclical,1876806205440,KOSPI
008775.KS,"Hotel Shilla Co.,Ltd",Consumer Cyclical,1876805550080,KOSPI
237690.KQ,"ST Pharm Co.,Ltd.",기타,1870189166592,KOSDAQ
263750.KQ,Pearl Abyss Corp.,Communication Services,1842581995520,KOSDAQ
010060.KS,OCI Holdings Company Ltd.,Financial Services,1840857350144,KOSPI
122870.KQ,YG Entertainment Inc.,Communication Services,1837997752320,KOSDAQ
348370.KQ,"Enchem Co., Ltd.",Industrials,1833306947584,KOSDAQ
336260.KS,"Doosan Fuel Cell Co., Ltd.",Industrials,1800565948416,KOSPI
267270.KS,"HD Hyundai Construction Equipment Co., LTD.",Industrials,1783841816576,KOSPI
140860.KQ,Park Systems Corp.,Technology,1777379835904,KOSDAQ
034230.KS,"Paradise Co., Ltd.",Consumer Cyclical,1770386227200,KOSPI
065350.KQ,"Shinsung Delta Tech Co.,Ltd.",Industrials,1739769643008,KOSDAQ
375500.KS,"DL E&C Co.,Ltd.",Industrials,1673711452160,KOSPI
005290.KQ,"Dongjin Semichem Co., Ltd.",Basic Materials,1668400545792,KOSDAQ
005070.KS,"Cosmo Advanced Materials & Technology Co., Ltd.",Basic Materials,1657448955904,KOSPI
000120.KS,CJ Logistics Corporation,Industrials,1657437814784,KOSPI
204320.KS,HL Mando Corporation,Consumer Cyclical,1638802784256,KOSPI
069960.KS,Hyundai Department Store Co. Ltd.,Consumer Cyclical,1588873003008,KOSPI
006360.KS,GS Engineering & Construction Corporation,Industrials,1576386822144,KOSPI
347850.KQ,D&D Pharmatech,Healthcare,1552558456832,KOSDAQ
003547.KS,"Daishin Securities Co.,Ltd",Financial Services,1552482566144,KOSPI
003545.KS,"Daishin Securities Co.,Ltd",Financial Services,1552481910784,KOSPI
003540.KS,"Daishin Securities Co.,Ltd",Financial Services,1552481255424,KOSPI
069620.KS,"Daewoong Pharmaceutical Co., Ltd",Healthcare,1541844238336,KOSPI
006280.KS,GC Biopharma Corp.,Healthcare,1536216662016,KOSPI
047040.KS,"Daewoo Engineering & Construction Co., Ltd.",Industrials,1532604841984,KOSPI
005850.KS,SL Corporation,Consumer Cyclical,1517528678400,KOSPI
035760.KQ,"CJ ENM CO., Ltd.",Communication Services,1506065252352,KOSDAQ
017960.KS,"Hankuk Carbon Co., Ltd.",Basic Materials,1503600705536,KOSPI
009420.KS,"Hanall Biopharma Co., Ltd.",Healthcare,1487423930368,KOSPI
009970.KS,"Youngone Holdings Co., Ltd.",Consumer Cyclical,1486587691008,KOSPI
484870.KS,MNC Solution,Industrials,1482931830784,KOSPI
004800.KS,Hyosung Corporation,Industrials,1481179398144,KOSPI
077970.KS,"STX Engine Co.,Ltd.",Industrials,1457376067584,KOSPI
457190.KS,"ISU Specialty Chemical Co., Ltd.",기타,1455011135488,KOSPI
023590.KS,Daou Technology Inc.,Technology,1441236779008,KOSPI
004170.KS,SHINSEGAE Inc.,Consumer Cyclical,1438776295424,KOSPI
020150.KS,Lotte Energy Materials Corporation,Industrials,1421723303936,KOSPI
007070.KS,"GS Retail Co., Ltd.",Consumer Cyclical,1391227174912,KOSPI
083650.KQ,"BHI Co., Ltd.",기타,1383111852032,KOSDAQ
293490.KQ,Kakao Games Corp.,Communication Services,1381909004288,KOSDAQ
253450.KQ,Studio Dragon Corporation,Communication Services,1381188108288,KOSDAQ
073240.KS,"Kumho Tire Co., Inc.",Consumer Cyclical,1367357652992,KOSPI
300720.KS,"Hanil Cement Co., Ltd.",Basic Materials,1355447664640,KOSPI
007390.KQ,"NatureCell Co.,Ltd.",기타,1354719035392,KOSDAQ
011210.KS,Hyundai Wia Corporation,Consumer Cyclical,1348277501952,KOSPI
018290.KQ,"VT Co., Ltd.",Industrials,1346940436480,KOSDAQ
007310.KS,Otoki Corporation,Consumer Defensive,1343058345984,KOSPI
000087.KS,"HITEJINRO Co., Ltd.",Consumer Defensive,1337977733120,KOSPI
000080.KS,"HITEJINRO Co., Ltd.",Consumer Defensive,1337976815616,KOSPI
032350.KS,"Lotte Tour Development Co., Ltd.",Consumer Cyclical,1326319665152,KOSPI
294870.KS,HDC Hyundai Development Company,Industrials,1325096108032,KOSPI
039200.KQ,Oscotec Inc.,기타,1319562903552,KOSDAQ
095340.KQ,"ISC Co., Ltd.",기타,1317894488064,KOSDAQ
395400.KS,"SK Reits Co., Ltd.",Real Estate,1317570871296,KOSPI
064760.KQ,"Tokai Carbon Korea Co., Ltd.",기타,1304358944768,KOSDAQ
036930.KQ,"JUSUNG ENGINEERING Co.,Ltd.",기타,1299991494656,KOSDAQ
096530.KQ,"Seegene, Inc.",Healthcare,1286535905280,KOSDAQ
007340.KS,DN Automotive Corporation,Consumer Cyclical,1286293159936,KOSPI
003570.KS,"Snt Dynamics Co.,Ltd.",Industrials,1280931135488,KOSPI
195940.KQ,HK inno.N Corporation,Healthcare,1274845462528,KOSDAQ
229640.KS,LS Eco Energy Ltd.,Industrials,1272242765824,KOSPI
383800.KS,LX Holdings Corp.,Industrials,1271594876928,KOSPI
328130.KQ,Lunit Inc.,Healthcare,1265640538112,KOSDAQ
082640.KS,"Tong Yang Life Insurance Co., Ltd.",Financial Services,1256916647936,KOSPI
097230.KS,"HJ Shipbuilding & Construction Co., Ltd.",Industrials,1251522641920,KOSPI
376300.KQ,"Dear U Co., Ltd.",Technology,1243892154368,KOSDAQ
003530.KS,"Hanwha Investment & Securities Co., Ltd.",Financial Services,1241508347904,KOSPI
003535.KS,"Hanwha Investment & Securities Co., Ltd.",Financial Services,1241507299328,KOSPI
001800.KS,ORION Holdings Corp.,Consumer Defensive,1206141845504,KOSPI
005440.KS,"Hyundai G.F. Holdings Co., Ltd.",Consumer Defensive,1205137965056,KOSPI
005300.KS,"Lotte Chilsung Beverage Co., Ltd.",Consumer Defensive,1201687101440,KOSPI
005305.KS,"Lotte Chilsung Beverage Co., Ltd.",Consumer Defensive,1201686315008,KOSPI
100090.KS,"SK oceanplant Co.,Ltd",Industrials,1195751112704,KOSPI
137310.KS,"SD Biosensor, Inc",Healthcare,1194993778688,KOSPI
009450.KS,"Kyung Dong Navien Co., Ltd.",Industrials,1180801957888,KOSPI
178320.KQ,"Seojin System Co.,Ltd",Technology,1172770783232,KOSDAQ
353200.KS,"DAEDUCK ELECTRONICS Co., Ltd.",Technology,1172263403520,KOSPI
358570.KQ,"GI Innovation, Inc.",기타,1169962827776,KOSDAQ
078600.KQ,"Daejoo Electronic Materials Co., Ltd.",기타,1159993753600,KOSDAQ
226950.KQ,"OliX Pharmaceuticals, Inc",Healthcare,1142413852672,KOSDAQ
101490.KQ,S&S Tech Corporation,기타,1137296146432,KOSDAQ
084370.KQ,"Eugene Technology Co.,Ltd.",기타,1130106978304,KOSDAQ
285130.KS,"SK Chemicals Co.,Ltd",Basic Materials,1128762441728,KOSPI
108490.KQ,"ROBOTIS Co., Ltd.",Technology,1124534845440,KOSDAQ
140410.KQ,"Mezzion Pharma Co.,Ltd.",기타,1122273067008,KOSDAQ
330590.KS,"LOTTE REIT Co., Ltd.",Real Estate,1121199718400,KOSPI
185750.KS,Chong Kun Dang Pharmaceutical Corp.,Healthcare,1093616271360,KOSPI
000500.KS,"GAON CABLE Co., Ltd.",Technology,1091844571136,KOSPI
012630.KS,"HDC HOLDINGS CO.,Ltd",Industrials,1068161826816,KOSPI
001120.KS,LX International Corp.,Industrials,1066448257024,KOSPI
089860.KS,"LOTTE rental co.,ltd.",Industrials,1063782252544,KOSPI
192080.KS,"DoubleUGames Co., Ltd.",Communication Services,1060669620224,KOSPI
004000.KS,"LOTTE Fine Chemical Co., Ltd.",Basic Materials,1057004978176,KOSPI
213420.KQ,"Duk San Neolux Co.,Ltd",Technology,1051292139520,KOSDAQ
120110.KS,"Kolon Industries, Inc.",Basic Materials,1045153185792,KOSPI
120115.KS,"Kolon Industries, Inc.",Basic Materials,1045150957568,KOSPI
089030.KQ,"Techwing, Inc.",Technology,1043622592512,KOSDAQ
280360.KS,"Lotte Wellfood Co.,Ltd",Consumer Defensive,1028239720448,KOSPI
098460.KQ,Koh Young Technology Inc.,Technology,1020713697280,KOSDAQ
114090.KS,"Grand Korea Leisure Co., Ltd.",Consumer Cyclical,1020619063296,KOSPI
000157.KS,Doosan Corporation,Industrials,1013333819392,KOSPI
112040.KQ,"Wemade Co.,Ltd.",기타,1005648674816,KOSDAQ
001430.KS,SeAH Besteel Holdings Corporation,Basic Materials,1002345725952,KOSPI
204270.KQ,"JNTC Co., Ltd.",Technology,996539957248,KOSDAQ
001720.KS,"Shinyoung Securities Co., Ltd.",Financial Services,993657356288,KOSPI
030610.KS,"Kyobo Securities Co.,Ltd.",Financial Services,988732456960,KOSPI
100840.KS,"SNT Energy Co., Ltd.",Industrials,986078904320,KOSPI
298020.KS,Hyosung TNC Corporation,Consumer Cyclical,977503780864,KOSPI
006125.KS,"SK Discovery Co., Ltd.",Energy,974618689536,KOSPI
006120.KS,"SK Discovery Co., Ltd.",Energy,974617968640,KOSPI
060370.KQ,"KT Submarine Co., Ltd.",기타,972342558720,KOSDAQ
036830.KQ,"Soulbrain Holdings Co., Ltd.",Basic Materials,970997170176,KOSDAQ
192400.KS,"Cuckoo Holdings Co., Ltd.",Consumer Cyclical,952552980480,KOSPI
950210.KS,Prestige BioPharma Limited,Healthcare,944712253440,KOSPI
042000.KQ,Cafe24 Corp.,Technology,938114154496,KOSDAQ
365550.KS,"ESR Kendall Square REIT Co., Ltd.",Real Estate,929940504576,KOSPI
232140.KQ,YC Corporation,Technology,927833325568,KOSDAQ
085620.KS,"MIRAE ASSET Life Insurance Co., Ltd.",Financial Services,927712804864,KOSPI
323280.KQ,"Taesung Co.,Ltd.",Industrials,925397286912,KOSDAQ
108320.KS,"LX Semicon Co., Ltd.",Technology,920559353856,KOSPI
030190.KS,"NICE Information Service Co., Ltd.",Financial Services,919297523712,KOSPI
003090.KS,"Daewoong Co., Ltd.",Healthcare,917996240896,KOSPI
499790.KS,GS P&L,Industrials,914199871488,KOSPI
071320.KS,Korea District Heating Corp.,Utilities,912401563648,KOSPI
025980.KQ,Ananti Inc.,기타,905278324736,KOSDAQ
225570.KQ,"Nat Games Co.,Ltd.",Communication Services,901997002752,KOSDAQ
137400.KQ,People & Technology Inc.,Industrials,897345781760,KOSDAQ
336570.KQ,"WON TECH Co.,Ltd.",Healthcare,890687913984,KOSDAQ
014820.KS,Dongwon Systems Corporation,Consumer Cyclical,888980439040,KOSPI
014825.KS,Dongwon Systems Corporation,Consumer Cyclical,888979521536,KOSPI
445680.KQ,"Curiox Biosystems Co., Ltd",기타,876890685440,KOSDAQ
160190.KQ,HIGEN RNM,Consumer Cyclical,875683184640,KOSDAQ
181710.KS,NHN Corporation,Communication Services,875508662272,KOSPI
001740.KS,SK Networks Company Limited,Industrials,871701872640,KOSPI
281740.KQ,"Lake Materials Co., Ltd.",Basic Materials,871586398208,KOSDAQ
033500.KQ,"Dongsung FineTec Co., Ltd.",기타,862073257984,KOSDAQ
003380.KQ,"Harim Holdings Co., Ltd.",Consumer Defensive,860761620480,KOSDAQ
014620.KQ,"Sung Kwang Bend Co.,Ltd.",Industrials,860459761664,KOSDAQ
001530.KS,Di Dong Il Corporation,Consumer Cyclical,851211452416,KOSPI
000210.KS,"DL Holdings CO., LTD.",Basic Materials,850799427584,KOSPI
